ts,cnt,hr,workingday,holiday,temp_c,hum_pct,wind,weathersit,season,lag_1,lag_24,lag_168,precip,morning_rush,evening_rush,split
2011-01-09 16:00:00,92.0,16,0.0,0.0,8.200000000000001,34.0,30.002599999999997,1.0,1.0,82.0,76.0,76.0,0.0,0.0,0.0,train
2011-01-09 17:00:00,62.0,17,0.0,0.0,7.38,37.0,26.0027,1.0,1.0,92.0,69.0,65.0,0.0,0.0,0.0,train
2011-01-09 18:00:00,48.0,18,0.0,0.0,6.5600000000000005,40.0,22.0028,1.0,1.0,62.0,55.0,53.0,0.0,0.0,0.0,train
2011-01-09 19:00:00,41.0,19,0.0,0.0,6.5600000000000005,43.0,22.0028,1.0,1.0,48.0,30.0,30.0,0.0,0.0,0.0,train
2011-01-09 20:00:00,38.0,20,0.0,0.0,5.74,46.0,16.997899999999998,1.0,1.0,41.0,28.0,22.0,0.0,0.0,0.0,train
2011-01-09 21:00:00,20.0,21,0.0,0.0,5.74,46.0,27.999299999999998,1.0,1.0,38.0,37.0,31.0,0.0,0.0,0.0,train
2011-01-09 22:00:00,15.0,22,0.0,0.0,5.74,46.0,19.999499999999998,1.0,1.0,20.0,34.0,9.0,0.0,0.0,0.0,train
2011-01-09 23:00:00,6.0,23,0.0,0.0,4.92,50.0,12.998000000000001,1.0,1.0,15.0,22.0,8.0,0.0,0.0,0.0,train
2011-01-10 00:00:00,5.0,0,1.0,0.0,4.92,50.0,19.0012,1.0,1.0,6.0,25.0,5.0,0.0,0.0,0.0,train
2011-01-10 01:00:00,1.0,1,1.0,0.0,4.92,50.0,19.0012,1.0,1.0,5.0,12.0,2.0,0.0,0.0,0.0,train
2011-01-10 04:00:00,3.0,4,1.0,0.0,4.1000000000000005,54.0,8.9981,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,train
2011-01-10 05:00:00,3.0,5,1.0,0.0,4.1000000000000005,54.0,16.997899999999998,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,train
2011-01-10 06:00:00,31.0,6,1.0,0.0,4.92,50.0,19.0012,1.0,1.0,3.0,1.0,30.0,0.0,0.0,0.0,train
2011-01-10 07:00:00,77.0,7,1.0,0.0,4.92,50.0,15.001299999999999,1.0,1.0,31.0,6.0,64.0,0.0,1.0,0.0,train
2011-01-10 08:00:00,188.0,8,1.0,0.0,4.92,50.0,19.0012,2.0,1.0,77.0,10.0,154.0,0.0,1.0,0.0,train
2011-01-10 09:00:00,94.0,9,1.0,0.0,5.74,50.0,16.997899999999998,2.0,1.0,188.0,19.0,88.0,0.0,1.0,0.0,train
2011-01-10 10:00:00,31.0,10,1.0,0.0,5.74,50.0,19.999499999999998,2.0,1.0,94.0,49.0,44.0,0.0,0.0,0.0,train
2011-01-10 11:00:00,30.0,11,1.0,0.0,6.5600000000000005,47.0,19.0012,2.0,1.0,31.0,49.0,51.0,0.0,0.0,0.0,train
2011-01-10 12:00:00,52.0,12,1.0,0.0,8.200000000000001,40.0,19.0012,2.0,1.0,30.0,83.0,61.0,0.0,0.0,0.0,train
2011-01-10 13:00:00,54.0,13,1.0,0.0,8.200000000000001,40.0,19.0012,2.0,1.0,52.0,75.0,61.0,0.0,0.0,0.0,train
2011-01-10 14:00:00,47.0,14,1.0,0.0,8.200000000000001,40.0,15.001299999999999,2.0,1.0,54.0,72.0,77.0,0.0,0.0,0.0,train
2011-01-10 15:00:00,45.0,15,1.0,0.0,8.200000000000001,40.0,15.001299999999999,2.0,1.0,47.0,82.0,72.0,0.0,0.0,0.0,train
2011-01-10 16:00:00,74.0,16,1.0,0.0,8.200000000000001,40.0,8.9981,1.0,1.0,45.0,92.0,76.0,0.0,0.0,1.0,train
2011-01-10 17:00:00,178.0,17,1.0,0.0,8.200000000000001,40.0,7.0015,1.0,1.0,74.0,62.0,157.0,0.0,0.0,1.0,train
2011-01-10 18:00:00,155.0,18,1.0,0.0,8.200000000000001,40.0,15.001299999999999,1.0,1.0,178.0,48.0,157.0,0.0,0.0,1.0,train
2011-01-10 19:00:00,95.0,19,1.0,0.0,6.5600000000000005,47.0,11.0014,1.0,1.0,155.0,41.0,110.0,0.0,0.0,1.0,train
2011-01-10 20:00:00,74.0,20,1.0,0.0,6.5600000000000005,50.0,11.0014,1.0,1.0,95.0,38.0,52.0,0.0,0.0,0.0,train
2011-01-10 21:00:00,38.0,21,1.0,0.0,5.74,59.0,12.998000000000001,1.0,1.0,74.0,20.0,52.0,0.0,0.0,0.0,train
2011-01-10 22:00:00,24.0,22,1.0,0.0,5.74,59.0,11.0014,1.0,1.0,38.0,15.0,20.0,0.0,0.0,0.0,train
2011-01-10 23:00:00,18.0,23,1.0,0.0,5.74,59.0,11.0014,1.0,1.0,24.0,6.0,12.0,0.0,0.0,0.0,train
2011-01-11 00:00:00,12.0,0,1.0,0.0,5.74,59.0,7.0015,1.0,1.0,18.0,5.0,5.0,0.0,0.0,0.0,train
2011-01-11 01:00:00,3.0,1,1.0,0.0,5.74,59.0,11.0014,1.0,1.0,12.0,1.0,2.0,0.0,0.0,0.0,train
2011-01-11 02:00:00,3.0,2,1.0,0.0,6.5600000000000005,55.00000000000001,12.998000000000001,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,train
2011-01-11 06:00:00,27.0,6,1.0,0.0,6.5600000000000005,55.00000000000001,8.9981,2.0,1.0,6.0,31.0,36.0,0.0,0.0,0.0,train
2011-01-11 07:00:00,99.0,7,1.0,0.0,6.5600000000000005,55.00000000000001,0.0,2.0,1.0,27.0,77.0,94.0,0.0,1.0,0.0,train
2011-01-11 08:00:00,217.0,8,1.0,0.0,7.38,51.0,6.0032,2.0,1.0,99.0,188.0,179.0,0.0,1.0,0.0,train
2011-01-11 09:00:00,130.0,9,1.0,0.0,7.38,51.0,11.0014,2.0,1.0,217.0,94.0,100.0,0.0,1.0,0.0,train
2011-01-11 10:00:00,54.0,10,1.0,0.0,8.200000000000001,51.0,11.0014,2.0,1.0,130.0,31.0,42.0,0.0,0.0,0.0,train
2011-01-11 11:00:00,35.0,11,1.0,0.0,8.200000000000001,47.0,8.9981,2.0,1.0,54.0,30.0,57.0,0.0,0.0,0.0,train
2011-01-11 12:00:00,57.0,12,1.0,0.0,8.200000000000001,51.0,7.0015,2.0,1.0,35.0,52.0,78.0,0.0,0.0,0.0,train
2011-01-11 13:00:00,52.0,13,1.0,0.0,8.200000000000001,59.0,6.0032,2.0,1.0,57.0,54.0,97.0,0.0,0.0,0.0,train
2011-01-11 14:00:00,63.0,14,1.0,0.0,8.200000000000001,59.0,6.0032,2.0,1.0,52.0,47.0,63.0,0.0,0.0,0.0,train
2011-01-11 15:00:00,47.0,15,1.0,0.0,6.5600000000000005,80.0,6.0032,2.0,1.0,63.0,45.0,65.0,0.0,0.0,0.0,train
2011-01-11 16:00:00,76.0,16,1.0,0.0,6.5600000000000005,86.0,15.001299999999999,2.0,1.0,47.0,74.0,83.0,0.0,0.0,1.0,train
2011-01-11 17:00:00,136.0,17,1.0,0.0,6.5600000000000005,86.0,15.001299999999999,2.0,1.0,76.0,178.0,212.0,0.0,0.0,1.0,train
2011-01-11 18:00:00,95.0,18,1.0,0.0,6.5600000000000005,93.0,7.0015,3.0,1.0,136.0,155.0,182.0,1.0,0.0,1.0,train
2011-01-11 19:00:00,51.0,19,1.0,0.0,6.5600000000000005,93.0,0.0,3.0,1.0,95.0,95.0,112.0,1.0,0.0,1.0,train
2011-01-11 20:00:00,32.0,20,1.0,0.0,6.5600000000000005,93.0,12.998000000000001,3.0,1.0,51.0,74.0,54.0,1.0,0.0,0.0,train
2011-01-11 21:00:00,20.0,21,1.0,0.0,6.5600000000000005,86.0,6.0032,3.0,1.0,32.0,38.0,48.0,1.0,0.0,0.0,train
2011-01-11 22:00:00,29.0,22,1.0,0.0,6.5600000000000005,93.0,7.0015,3.0,1.0,20.0,24.0,35.0,1.0,0.0,0.0,train
2011-01-11 23:00:00,19.0,23,1.0,0.0,6.5600000000000005,93.0,6.0032,3.0,1.0,29.0,18.0,11.0,1.0,0.0,0.0,train
2011-01-12 00:00:00,7.0,0,1.0,0.0,6.5600000000000005,86.0,6.0032,2.0,1.0,19.0,12.0,6.0,0.0,0.0,0.0,train
2011-01-12 01:00:00,6.0,1,1.0,0.0,6.5600000000000005,86.0,7.0015,2.0,1.0,7.0,3.0,6.0,0.0,0.0,0.0,train
2011-01-12 02:00:00,1.0,2,1.0,0.0,5.74,86.0,8.9981,1.0,1.0,6.0,3.0,2.0,0.0,0.0,0.0,train
2011-01-12 06:00:00,16.0,6,1.0,0.0,4.92,93.0,8.9981,1.0,1.0,5.0,27.0,33.0,0.0,0.0,0.0,train
2011-01-12 07:00:00,54.0,7,1.0,0.0,5.74,69.0,8.9981,1.0,1.0,16.0,99.0,88.0,0.0,1.0,0.0,train
2011-01-12 08:00:00,128.0,8,1.0,0.0,6.5600000000000005,59.0,11.0014,1.0,1.0,54.0,217.0,195.0,0.0,1.0,0.0,train
2011-01-12 09:00:00,81.0,9,1.0,0.0,6.5600000000000005,59.0,22.0028,1.0,1.0,128.0,130.0,115.0,0.0,1.0,0.0,train
2011-01-12 10:00:00,39.0,10,1.0,0.0,7.38,55.00000000000001,15.001299999999999,1.0,1.0,81.0,54.0,57.0,0.0,0.0,0.0,train
2011-01-12 11:00:00,35.0,11,1.0,0.0,8.200000000000001,51.0,26.0027,1.0,1.0,39.0,35.0,46.0,0.0,0.0,0.0,train
2011-01-12 12:00:00,55.0,12,1.0,0.0,8.200000000000001,47.0,39.000699999999995,1.0,1.0,35.0,57.0,79.0,0.0,0.0,0.0,train
2011-01-12 13:00:00,49.0,13,1.0,0.0,9.02,44.0,23.9994,1.0,1.0,55.0,52.0,71.0,0.0,0.0,0.0,train
2011-01-12 14:00:00,44.0,14,1.0,0.0,8.200000000000001,47.0,22.0028,1.0,1.0,49.0,63.0,62.0,0.0,0.0,0.0,train
2011-01-12 15:00:00,49.0,15,1.0,0.0,8.200000000000001,47.0,27.999299999999998,1.0,1.0,44.0,47.0,62.0,0.0,0.0,0.0,train
2011-01-12 16:00:00,68.0,16,1.0,0.0,9.02,44.0,22.0028,1.0,1.0,49.0,76.0,89.0,0.0,0.0,1.0,train
2011-01-12 17:00:00,139.0,17,1.0,0.0,8.200000000000001,47.0,23.9994,1.0,1.0,68.0,136.0,190.0,0.0,0.0,1.0,train
2011-01-12 18:00:00,137.0,18,1.0,0.0,8.200000000000001,47.0,35.0008,1.0,1.0,139.0,95.0,169.0,0.0,0.0,1.0,train
2011-01-12 19:00:00,83.0,19,1.0,0.0,7.38,47.0,27.999299999999998,1.0,1.0,137.0,51.0,132.0,0.0,0.0,1.0,train
2011-01-12 20:00:00,56.0,20,1.0,0.0,6.5600000000000005,50.0,22.0028,1.0,1.0,83.0,32.0,89.0,0.0,0.0,0.0,train
2011-01-12 21:00:00,57.0,21,1.0,0.0,6.5600000000000005,55.00000000000001,22.0028,1.0,1.0,56.0,20.0,43.0,0.0,0.0,0.0,train
2011-01-12 22:00:00,33.0,22,1.0,0.0,6.5600000000000005,55.00000000000001,30.002599999999997,1.0,1.0,57.0,29.0,42.0,0.0,0.0,0.0,train
2011-01-12 23:00:00,20.0,23,1.0,0.0,5.74,59.0,27.999299999999998,1.0,1.0,33.0,19.0,19.0,0.0,0.0,0.0,train
2011-01-13 00:00:00,7.0,0,1.0,0.0,5.74,59.0,19.0012,1.0,1.0,20.0,7.0,11.0,0.0,0.0,0.0,train
2011-01-13 01:00:00,2.0,1,1.0,0.0,5.74,50.0,19.0012,1.0,1.0,7.0,6.0,4.0,0.0,0.0,0.0,train
2011-01-13 02:00:00,2.0,2,1.0,0.0,5.74,50.0,23.9994,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,train
2011-01-13 05:00:00,3.0,5,1.0,0.0,5.74,50.0,19.999499999999998,1.0,1.0,4.0,5.0,4.0,0.0,0.0,0.0,train
2011-01-13 06:00:00,28.0,6,1.0,0.0,4.92,54.0,8.9981,1.0,1.0,3.0,16.0,36.0,0.0,0.0,0.0,train
2011-01-13 07:00:00,72.0,7,1.0,0.0,4.92,54.0,8.9981,1.0,1.0,28.0,54.0,95.0,0.0,1.0,0.0,train
2011-01-13 08:00:00,202.0,8,1.0,0.0,5.74,50.0,12.998000000000001,1.0,1.0,72.0,128.0,219.0,0.0,1.0,0.0,train
2011-01-13 09:00:00,139.0,9,1.0,0.0,5.74,50.0,22.0028,1.0,1.0,202.0,81.0,122.0,0.0,1.0,0.0,train
2011-01-13 10:00:00,38.0,10,1.0,0.0,6.5600000000000005,50.0,23.9994,2.0,1.0,139.0,39.0,45.0,0.0,0.0,0.0,train
2011-01-13 11:00:00,37.0,11,1.0,0.0,8.200000000000001,44.0,30.002599999999997,2.0,1.0,38.0,35.0,59.0,0.0,0.0,0.0,train
2011-01-13 12:00:00,52.0,12,1.0,0.0,8.200000000000001,44.0,27.999299999999998,1.0,1.0,37.0,55.0,84.0,0.0,0.0,0.0,train
2011-01-13 13:00:00,83.0,13,1.0,0.0,9.02,41.0,30.002599999999997,1.0,1.0,52.0,49.0,67.0,0.0,0.0,0.0,train
2011-01-13 14:00:00,42.0,14,1.0,0.0,9.02,41.0,26.0027,1.0,1.0,83.0,44.0,70.0,0.0,0.0,0.0,train
2011-01-13 15:00:00,60.0,15,1.0,0.0,9.84,38.0,19.999499999999998,1.0,1.0,42.0,49.0,62.0,0.0,0.0,0.0,train
2011-01-13 16:00:00,78.0,16,1.0,0.0,9.84,38.0,23.9994,1.0,1.0,60.0,68.0,86.0,0.0,0.0,1.0,train
2011-01-13 17:00:00,162.0,17,1.0,0.0,8.200000000000001,40.0,19.0012,1.0,1.0,78.0,139.0,172.0,0.0,0.0,1.0,train
2011-01-13 18:00:00,144.0,18,1.0,0.0,8.200000000000001,40.0,22.0028,1.0,1.0,162.0,137.0,163.0,0.0,0.0,1.0,train
2011-01-13 19:00:00,99.0,19,1.0,0.0,6.5600000000000005,47.0,16.997899999999998,1.0,1.0,144.0,83.0,112.0,0.0,0.0,1.0,train
2011-01-13 20:00:00,64.0,20,1.0,0.0,6.5600000000000005,47.0,15.001299999999999,1.0,1.0,99.0,56.0,69.0,0.0,0.0,0.0,train
2011-01-13 21:00:00,40.0,21,1.0,0.0,5.74,46.0,19.999499999999998,1.0,1.0,64.0,57.0,48.0,0.0,0.0,0.0,train
2011-01-13 22:00:00,30.0,22,1.0,0.0,5.74,46.0,22.0028,1.0,1.0,40.0,33.0,52.0,0.0,0.0,0.0,train
2011-01-13 23:00:00,15.0,23,1.0,0.0,4.92,50.0,12.998000000000001,1.0,1.0,30.0,20.0,23.0,0.0,0.0,0.0,train
2011-01-14 00:00:00,14.0,0,1.0,0.0,4.92,50.0,12.998000000000001,1.0,1.0,15.0,7.0,17.0,0.0,0.0,0.0,train
2011-01-14 01:00:00,5.0,1,1.0,0.0,4.1000000000000005,54.0,11.0014,1.0,1.0,14.0,2.0,7.0,0.0,0.0,0.0,train
2011-01-14 02:00:00,1.0,2,1.0,0.0,4.1000000000000005,54.0,8.9981,1.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,train
2011-01-14 06:00:00,17.0,6,1.0,0.0,4.1000000000000005,54.0,0.0,1.0,1.0,8.0,28.0,34.0,0.0,0.0,0.0,train
2011-01-14 07:00:00,70.0,7,1.0,0.0,4.1000000000000005,74.0,11.0014,1.0,1.0,17.0,72.0,84.0,0.0,1.0,0.0,train
2011-01-14 08:00:00,158.0,8,1.0,0.0,4.92,68.0,0.0,1.0,1.0,70.0,202.0,210.0,0.0,1.0,0.0,train
2011-01-14 09:00:00,117.0,9,1.0,0.0,5.74,69.0,8.9981,1.0,1.0,158.0,139.0,134.0,0.0,1.0,0.0,train
2011-01-14 10:00:00,44.0,10,1.0,0.0,7.38,55.00000000000001,12.998000000000001,1.0,1.0,117.0,38.0,63.0,0.0,0.0,0.0,train
2011-01-14 11:00:00,53.0,11,1.0,0.0,7.38,51.0,19.0012,1.0,1.0,44.0,37.0,67.0,0.0,0.0,0.0,train
2011-01-14 12:00:00,61.0,12,1.0,0.0,8.200000000000001,44.0,16.997899999999998,1.0,1.0,53.0,52.0,59.0,0.0,0.0,0.0,train
2011-01-14 13:00:00,77.0,13,1.0,0.0,9.02,37.0,26.0027,1.0,1.0,61.0,83.0,73.0,0.0,0.0,0.0,train
2011-01-14 14:00:00,64.0,14,1.0,0.0,9.02,41.0,19.0012,1.0,1.0,77.0,42.0,50.0,0.0,0.0,0.0,train
2011-01-14 15:00:00,68.0,15,1.0,0.0,9.84,38.0,11.0014,1.0,1.0,64.0,60.0,72.0,0.0,0.0,0.0,train
2011-01-14 16:00:00,90.0,16,1.0,0.0,9.02,41.0,7.0015,1.0,1.0,68.0,78.0,87.0,0.0,0.0,1.0,train
2011-01-14 17:00:00,159.0,17,1.0,0.0,9.02,41.0,11.0014,1.0,1.0,90.0,162.0,187.0,0.0,0.0,1.0,train
2011-01-14 18:00:00,139.0,18,1.0,0.0,8.200000000000001,47.0,0.0,1.0,1.0,159.0,144.0,123.0,0.0,0.0,1.0,train
2011-01-14 19:00:00,92.0,19,1.0,0.0,6.5600000000000005,59.0,6.0032,1.0,1.0,139.0,99.0,95.0,0.0,0.0,1.0,train
2011-01-14 20:00:00,68.0,20,1.0,0.0,7.38,59.0,0.0,1.0,1.0,92.0,64.0,51.0,0.0,0.0,0.0,train
2011-01-14 21:00:00,52.0,21,1.0,0.0,6.5600000000000005,69.0,0.0,1.0,1.0,68.0,40.0,39.0,0.0,0.0,0.0,train
2011-01-14 22:00:00,36.0,22,1.0,0.0,6.5600000000000005,69.0,0.0,2.0,1.0,52.0,30.0,36.0,0.0,0.0,0.0,train
2011-01-14 23:00:00,27.0,23,1.0,0.0,7.38,55.00000000000001,0.0,2.0,1.0,36.0,15.0,15.0,0.0,0.0,0.0,train
2011-01-15 00:00:00,28.0,0,0.0,0.0,7.38,55.00000000000001,0.0,1.0,1.0,27.0,14.0,25.0,0.0,0.0,0.0,train
2011-01-15 01:00:00,20.0,1,0.0,0.0,6.5600000000000005,59.0,6.0032,2.0,1.0,28.0,5.0,16.0,0.0,0.0,0.0,train
2011-01-15 02:00:00,12.0,2,0.0,0.0,6.5600000000000005,59.0,6.0032,2.0,1.0,20.0,1.0,16.0,0.0,0.0,0.0,train
2011-01-15 03:00:00,8.0,3,0.0,0.0,6.5600000000000005,59.0,0.0,2.0,1.0,12.0,1.0,7.0,0.0,0.0,0.0,train
2011-01-15 05:00:00,1.0,5,0.0,0.0,6.5600000000000005,59.0,0.0,1.0,1.0,5.0,8.0,5.0,0.0,0.0,0.0,train
2011-01-15 06:00:00,3.0,6,0.0,0.0,5.74,63.0,7.0015,1.0,1.0,1.0,17.0,2.0,0.0,0.0,0.0,train
2011-01-15 07:00:00,10.0,7,0.0,0.0,5.74,63.0,0.0,1.0,1.0,3.0,70.0,9.0,0.0,0.0,0.0,train
2011-01-15 08:00:00,23.0,8,0.0,0.0,5.74,63.0,8.9981,1.0,1.0,10.0,158.0,15.0,0.0,0.0,0.0,train
2011-01-15 09:00:00,33.0,9,0.0,0.0,6.5600000000000005,64.0,8.9981,1.0,1.0,23.0,117.0,20.0,0.0,0.0,0.0,train
2011-01-15 10:00:00,59.0,10,0.0,0.0,7.38,59.0,11.0014,1.0,1.0,33.0,44.0,61.0,0.0,0.0,0.0,train
2011-01-15 11:00:00,72.0,11,0.0,0.0,8.200000000000001,55.00000000000001,15.001299999999999,1.0,1.0,59.0,53.0,62.0,0.0,0.0,0.0,train
2011-01-15 12:00:00,89.0,12,0.0,0.0,9.84,48.0,15.001299999999999,1.0,1.0,72.0,61.0,98.0,0.0,0.0,0.0,train
2011-01-15 13:00:00,101.0,13,0.0,0.0,11.48,38.0,19.999499999999998,1.0,1.0,89.0,77.0,102.0,0.0,0.0,0.0,train
2011-01-15 14:00:00,118.0,14,0.0,0.0,12.299999999999999,39.0,19.0012,1.0,1.0,101.0,64.0,95.0,0.0,0.0,0.0,train
2011-01-15 15:00:00,129.0,15,0.0,0.0,13.120000000000001,36.0,12.998000000000001,2.0,1.0,118.0,68.0,74.0,0.0,0.0,0.0,train
2011-01-15 16:00:00,128.0,16,0.0,0.0,13.940000000000001,34.0,12.998000000000001,2.0,1.0,129.0,90.0,76.0,0.0,0.0,0.0,train
2011-01-15 17:00:00,83.0,17,0.0,0.0,13.120000000000001,36.0,19.0012,2.0,1.0,128.0,159.0,69.0,0.0,0.0,0.0,train
2011-01-15 18:00:00,84.0,18,0.0,0.0,12.299999999999999,45.0,16.997899999999998,2.0,1.0,83.0,139.0,55.0,0.0,0.0,0.0,train
2011-01-15 19:00:00,74.0,19,0.0,0.0,13.120000000000001,39.0,16.997899999999998,2.0,1.0,84.0,92.0,30.0,0.0,0.0,0.0,train
2011-01-15 20:00:00,41.0,20,0.0,0.0,13.120000000000001,39.0,16.997899999999998,2.0,1.0,74.0,68.0,28.0,0.0,0.0,0.0,train
2011-01-15 21:00:00,57.0,21,0.0,0.0,13.120000000000001,39.0,15.001299999999999,2.0,1.0,41.0,52.0,37.0,0.0,0.0,0.0,train
2011-01-15 22:00:00,26.0,22,0.0,0.0,12.299999999999999,42.0,7.0015,2.0,1.0,57.0,36.0,34.0,0.0,0.0,0.0,train
2011-01-15 23:00:00,44.0,23,0.0,0.0,12.299999999999999,45.0,19.0012,1.0,1.0,26.0,27.0,22.0,0.0,0.0,0.0,train
2011-01-16 00:00:00,39.0,0,0.0,0.0,10.66,56.00000000000001,0.0,1.0,1.0,44.0,28.0,25.0,0.0,0.0,0.0,train
2011-01-16 01:00:00,23.0,1,0.0,0.0,10.66,56.00000000000001,8.9981,1.0,1.0,39.0,20.0,12.0,0.0,0.0,0.0,train
